,average_social_utility,average_non_soc_utility,average_social,count_make_friend,bias
0,2.3930108172899907,2.6750014972576106,0.23218753087168958,85,-0.019943548397876702
1,3.2594560201026583,3.829376004271729,0.18918753087168957,107,-0.05323853985761551
2,3.0990080010654455,4.189968564799901,0.16868753087168958,94,-0.03846900335726643
3,4.383205275862283,5.5265512737157625,0.16868753087168958,87,0.6873784595810476
4,5.341456850240063,4.686078065631233,0.1466875308716896,97,0.500117253495141
5,6.531473235022116,6.522650572732076,0.1311875308716896,89,0.18714613401797295
6,5.647728860137785,8.009133345782901,0.1351875308716896,82,0.2878914732356464
7,6.588523569951925,8.550015429740046,0.0976875308716896,96,0.16380204898290357
8,5.820809529913482,10.329324826936972,0.08168753087168962,89,-0.4257102854124309
9,4.324514672082475,13.517738618607751,0.05468753087168962,98,-0.016759723812055576
10,5.576894340955397,11.712823611687819,0.06068753087168963,86,0.4548527654692223
11,6.589409239807461,11.288150065449774,0.038187530871689634,89,0.23629576554865545
12,5.382650808919421,11.972751721870269,0.04418753087168964,82,0.2743000289860534
13,6.425266155730583,14.185730736420334,0.05418753087168964,74,0.13558030198937032
14,6.777724635661233,14.139572718318178,0.01968753087168965,97,-0.060405588076787045
15,5.910056175559482,14.792480539095726,0.030687530871689656,72,-0.19831070828695302
16,4.82656566563131,15.892872930105549,0.04318753087168966,74,-0.003303840532373141
17,5.924835585130403,15.819616014544346,0.04618753087168967,78,2.4724220210283887
18,9.979775868335013,11.680571740111704,0.03518753087168967,86,1.2022585647741113
19,12.26936171142959,14.229889641759707,0.02818753087168968,80,2.0526507023888203
20,13.31507804987623,7.924079541672978,0.057187530871689686,69,1.356270258999242
21,10.412528910178748,12.372882602907879,0.035187530871689694,95,0.5837106311720658
22,8.850763399775802,16.682017367925074,0.022187530871689704,84,-0.22766002595853896
23,5.704151841256306,18.66529717383646,0.04318753087168971,75,0.34173709558861404
24,9.367169625248883,18.334230179010692,0.03868753087168971,92,0.030685465821751585
25,7.823156636047566,18.674533848834965,0.008187530871689717,97,0.2535635731182128
26,7.238507779232522,18.084642575730733,-0.013312469128310278,84,1.0354984387760255
27,7.50405601821304,15.10445769905368,0.022187530871689728,70,0.5589627988701147
28,8.564390586047487,17.14939987910522,0.03168753087168973,81,0.6864064376229422
29,9.409212094598542,17.649493123888206,0.019687530871689743,89,-0.0080273429789681
30,7.636913818002807,18.997904606196048,-0.006812469128310253,93,0.18333539364743712
31,7.4215917113719625,19.001016986278465,-0.024312469128310248,90,0.2932334597519667
32,6.726156885956386,19.276823339471136,-0.014312469128310242,76,0.9253713542577665
33,9.093678614965219,16.330357721703532,-0.009812469128310236,80,3.4350691557143977
34,10.328132770165363,6.1468968116478635,0.0031875308716897703,77,2.430895242605758
35,15.253198070139097,11.952879676300569,0.00018753087168977666,86,0.842186049694907
36,8.835203606067028,16.563851883956268,-0.021312469128310217,85,0.5425582145626084
37,3.342122420449155,16.719021983944483,-0.02881246912831021,79,0.34479109323629453
38,6.611319173819865,15.433428447430057,0.004187530871689796,68,0.9016140398958331
39,7.473003328270543,17.593317803591134,-0.0018124691283101988,85,0.5297901808265006
40,6.858936165662323,18.674262468881796,-0.017812469128310193,83,0.7654016880233782
41,6.45692803466628,18.450747845601796,0.004687530871689812,74,0.2274050982706118
42,5.82655639258803,18.87767437220008,0.024187530871689816,77,0.5855920305141032
43,8.070577587141742,19.24019501089702,0.009687530871689823,86,0.1956008330910478
44,6.468879560855284,19.08024590971016,-0.02031246912831017,87,-0.040139582183890916
45,5.017422865246572,20.096981120231693,-0.014312469128310166,71,-0.2642119419521583
46,3.6506085340945944,21.306825821787548,-0.008312469128310159,77,-0.30299303970281916
47,3.5654632516615683,20.305310883774553,0.02618753087168985,63,0.43295955422409044
48,6.528393675886662,19.31193072761821,0.007687530871689854,87,0.2896189499447575
49,7.212145867737025,20.715953144364327,-0.01481246912831014,82,-0.045576737381348265
50,2.8702415117754523,19.78223892240966,0.018687530871689867,63,0.046529228548736964
51,4.684081588403765,20.27206744783462,0.015687530871689875,81,0.09084295285308847
52,5.1312743506311564,20.338603140209834,0.02818753087168988,71,-0.02153604616495679
53,5.103393967822411,19.13584744032577,0.04418753087168989,81,0.20656237257916857
54,8.712990451153209,20.744079538695136,0.020687530871689893,89,-0.13216637719037697
55,4.662786437495035,20.22424641006374,0.0191875308716899,78,-0.17054212664893798
56,5.065730622598305,21.23354657555727,0.011687530871689902,86,0.3976704798207374
57,8.775437014637024,21.776469876045912,-0.013812469128310093,89,0.5328346930955805
58,6.660307887468986,20.41007993588681,-0.014312469128310088,75,0.2318749834183127
59,4.548138086220068,19.303665383645484,0.01918753087168992,65,-0.07852331162899438
60,6.23519943637629,20.692325228580412,0.0021875308716899243,81,-0.5376549872791131
61,3.9764651063325553,22.192268737020658,0.02368753087168993,67,0.08755585418254022
62,5.566843231051291,20.329793941592218,0.031187530871689937,85,0.5510183819198463
63,8.421078385694328,19.925365563139618,0.021187530871689942,88,-0.042988984720149004
64,5.107983867184249,20.94549759632032,0.03268753087168995,77,0.31702015528636934
65,6.858880044507178,20.23750626346979,0.007687530871689957,95,-0.44208408744717415
66,3.902785203576434,21.159337242456363,0.009187530871689964,73,0.643723094238679
67,5.474189274534934,19.40234915294145,0.025187530871689973,67,-0.8327516808487792
68,-0.5158161015052668,18.687808941387086,0.03568753087168998,77,-0.3446255189519998
69,2.8782754190834035,20.54304634119415,0.035687530871689986,79,0.22733090664885344
70,9.709103034436346,20.947788215295216,-0.01481246912831001,95,-0.3581995760691099
71,8.086729965537224,22.879439384864565,-0.02831246912831,83,-0.3351660636369346
72,5.394233760451028,23.450052474445428,-0.028812469128309995,78,-0.8486619070398211
73,0.9856237328244062,23.822758299751982,-0.016312469128309987,71,1.1978619035124098
74,5.021099621452942,18.211495385437495,-0.019312469128309983,80,1.8674822787064906
