Step,AgentID,utility_not_social,utility_social,social,make_friend
1,100,0.0,0.0,0.15000000000000002,1
1,101,1.3000000000000003,1.1,0.23,0
1,102,3.900000000000001,3.3000000000000003,0.23,0
1,103,0.8000000000000002,0.7000000000000001,0.23,0
1,104,0.0,0.0,0.15000000000000002,1
1,105,0.0,0.0,0.23,0
1,106,0.0,0.0,0.23,0
1,107,1.3000000000000003,1.1,0.23,0
1,108,2.1000000000000005,1.8000000000000003,0.23,0
1,109,2.6000000000000005,2.2,0.23,0
1,110,0.0,0.0,0.15000000000000002,1
1,111,2.1000000000000005,1.8000000000000003,0.23,0
1,112,0.8000000000000002,0.7000000000000001,0.23,0
1,113,2.6000000000000005,2.2,0.23,0
1,114,0.0,0.0,0.23,0
1,115,0.8000000000000002,0.7000000000000001,0.23,0
1,116,1.3000000000000003,1.1,0.23,0
1,117,0.8000000000000002,0.7000000000000001,0.23,0
1,118,3.400000000000001,2.9000000000000004,0.23,0
1,119,4.700000000000001,4.0,0.2,0
1,120,0.0,0.0,0.15000000000000002,1
1,121,0.8000000000000002,0.7000000000000001,0.23,0
1,122,0.8000000000000002,0.7000000000000001,0.23,0
1,123,0.0,0.0,0.15000000000000002,1
1,124,1.3000000000000003,1.1,0.23,0
1,125,0.0,0.0,0.23,0
1,126,2.1000000000000005,1.8000000000000003,0.23,0
1,127,0.0,0.0,0.23,0
1,128,2.1000000000000005,1.8000000000000003,0.23,0
1,129,1.3000000000000003,1.1,0.23,0
1,130,0.8000000000000002,0.7000000000000001,0.23,0
1,131,2.6000000000000005,2.2,0.23,0
1,132,1.3000000000000003,1.1,0.23,0
1,133,1.3000000000000003,1.1,0.23,0
1,134,0.0,0.0,0.15000000000000002,1
1,135,3.700000000000001,3.2000000000000006,0.23,0
1,136,0.0,0.0,0.23,0
1,137,3.900000000000001,3.3000000000000003,0.23,0
1,138,0.8000000000000002,0.7000000000000001,0.23,0
1,139,2.6000000000000005,2.2,0.23,0
1,140,1.6000000000000003,1.4000000000000001,0.23,0
1,141,1.3000000000000003,1.1,0.23,0
1,142,2.1000000000000005,1.8000000000000003,0.23,0
1,143,3.700000000000001,3.2000000000000006,0.23,0
1,144,0.0,0.0,0.23,0
1,145,2.900000000000001,2.5000000000000004,0.23,0
1,146,1.6000000000000003,1.4000000000000001,0.23,0
1,147,1.3000000000000003,1.1,0.23,0
1,148,2.1000000000000005,1.8000000000000003,0.23,0
1,149,0.8000000000000002,0.7000000000000001,0.23,0
1,150,1.3000000000000003,1.1,0.23,0
1,151,1.6000000000000003,1.4000000000000001,0.23,0
1,152,1.6000000000000003,1.4000000000000001,0.23,0
1,153,0.8000000000000002,0.7000000000000001,0.23,0
1,154,1.6000000000000003,1.4000000000000001,0.23,0
1,155,0.0,0.0,0.23,0
1,156,0.8000000000000002,0.7000000000000001,0.23,0
1,157,1.3000000000000003,1.1,0.23,0
1,158,1.3000000000000003,1.1,0.23,0
1,159,4.200000000000001,3.6000000000000005,0.2,0
1,160,0.0,0.0,0.23,0
1,161,1.3000000000000003,1.1,0.23,0
1,162,0.0,0.0,0.23,0
1,163,2.4000000000000004,2.1,0.23,0
1,164,0.0,0.0,0.23,0
1,165,5.200000000000001,4.4,0.2,0
1,166,0.0,0.0,0.15000000000000002,1
1,167,1.3000000000000003,1.1,0.23,0
1,168,1.6000000000000003,1.4000000000000001,0.23,0
1,169,2.6000000000000005,2.2,0.23,0
1,170,1.3000000000000003,1.1,0.23,0
1,171,1.3000000000000003,1.1,0.23,0
1,172,1.3000000000000003,1.1,0.23,0
1,173,2.4000000000000004,2.1,0.23,0
1,174,2.6000000000000005,2.2,0.23,0
1,175,2.900000000000001,2.5000000000000004,0.23,0
1,176,0.8000000000000002,0.7000000000000001,0.23,0
1,177,0.8000000000000002,0.7000000000000001,0.23,0
1,178,3.400000000000001,2.9000000000000004,0.23,0
1,179,0.0,0.0,0.15000000000000002,1
1,180,0.8000000000000002,0.7000000000000001,0.23,0
1,181,1.3000000000000003,1.1,0.23,0
1,182,2.4000000000000004,2.1,0.23,0
1,183,1.6000000000000003,1.4000000000000001,0.23,0
1,184,2.9000000000000004,2.5,0.23,0
1,185,0.8000000000000002,0.7000000000000001,0.23,0
1,186,2.1000000000000005,1.8000000000000003,0.23,0
1,187,2.900000000000001,2.5000000000000004,0.23,0
1,188,3.900000000000001,3.3000000000000003,0.23,0
1,189,2.6000000000000005,2.2,0.23,0
1,190,0.8000000000000002,0.7000000000000001,0.23,0
1,191,2.1000000000000005,1.8000000000000003,0.23,0
1,192,2.900000000000001,2.5000000000000004,0.23,0
1,193,4.000000000000001,3.5000000000000004,0.2,0
1,194,0.8000000000000002,0.7000000000000001,0.23,0
1,195,1.3000000000000003,1.1,0.23,0
1,196,0.8000000000000002,0.7000000000000001,0.23,0
1,197,0.0,0.0,0.15000000000000002,1
1,198,0.0,0.0,0.15000000000000002,1
1,199,2.6000000000000005,2.2,0.23,0
2,0,1.5500000000000003,1.51,0.26,0
2,1,2.8200000000000007,2.61,0.26,0
2,2,2.3500000000000005,2.2399999999999998,0.26,0
2,3,0.7500000000000001,0.78,0.18,1
2,4,0.7500000000000001,0.78,0.18,1
2,5,1.5500000000000003,1.51,0.26,0
2,6,3.950000000000001,3.6999999999999997,0.26,0
2,7,4.890000000000001,4.44,0.23,0
2,8,1.5500000000000003,1.51,0.26,0
2,9,3.2900000000000005,2.98,0.26,0
2,10,3.950000000000001,3.6999999999999997,0.26,0
2,11,2.3500000000000005,2.2399999999999998,0.26,0
2,12,3.150000000000001,2.9699999999999998,0.26,0
2,13,1.5500000000000003,1.51,0.26,0
2,14,0.7500000000000001,0.78,0.18,1
2,15,1.5500000000000003,1.51,0.26,0
2,16,0.7500000000000001,0.78,0.18,1
2,17,1.5500000000000003,1.51,0.26,0
2,18,0.7500000000000001,0.78,0.18,1
2,19,0.8500000000000001,0.6,0.18000000000000002,0
2,20,6.49,5.8999999999999995,0.23,0
2,21,1.5500000000000003,1.51,0.26,0
2,22,3.150000000000001,2.9699999999999998,0.26,0
2,23,2.3500000000000005,2.2399999999999998,0.26,0
2,24,2.3500000000000005,2.2399999999999998,0.26,0
2,25,0.7500000000000001,0.78,0.18,1
2,26,3.950000000000001,3.6999999999999997,0.26,0
2,27,0.7500000000000001,0.78,0.18,1
2,28,1.5500000000000003,1.51,0.26,0
2,29,0.7500000000000001,0.78,0.18,1
2,30,1.5500000000000003,1.51,0.26,0
2,31,2.3500000000000005,2.2399999999999998,0.26,0
2,32,2.3500000000000005,2.2399999999999998,0.26,0
2,33,3.6200000000000006,3.34,0.26,0
2,34,1.5500000000000003,1.51,0.26,0
2,35,1.5500000000000003,1.51,0.26,0
2,36,1.5500000000000003,1.51,0.26,0
2,37,0.7500000000000001,0.78,0.18,1
2,38,3.950000000000001,3.6999999999999997,0.26,0
2,39,0.7500000000000001,0.78,0.18,1
2,40,2.3500000000000005,2.2399999999999998,0.26,0
2,41,3.150000000000001,2.9699999999999998,0.26,0
2,42,3.950000000000001,3.6999999999999997,0.26,0
2,43,3.150000000000001,2.9699999999999998,0.26,0
2,44,1.5500000000000003,1.51,0.26,0
2,45,2.3500000000000005,2.2399999999999998,0.26,0
2,46,0.05,-0.05,0.18000000000000002,0
2,47,1.5500000000000003,1.51,0.26,0
2,48,0.7500000000000001,0.78,0.18,1
2,49,-0.05,0.05,0.18,1
2,50,0.7500000000000001,0.78,0.18,1
2,51,2.3500000000000005,2.2399999999999998,0.26,0
2,52,2.3500000000000005,2.2399999999999998,0.26,0
2,53,6.11,5.290000000000001,0.2,0
2,54,3.150000000000001,2.9699999999999998,0.26,0
2,55,1.5500000000000003,1.51,0.26,0
2,56,2.3500000000000005,2.2399999999999998,0.26,0
2,57,2.49,2.25,0.26,0
2,58,0.7500000000000001,0.78,0.18,1
2,59,2.3500000000000005,2.2399999999999998,0.26,0
2,60,0.7500000000000001,0.78,0.18,1
2,61,0.7500000000000001,0.78,0.18,1
2,62,3.150000000000001,2.9699999999999998,0.26,0
2,63,0.05,-0.05,0.18000000000000002,0
2,64,2.49,2.25,0.26,0
2,65,2.45,1.9000000000000001,0.18000000000000002,0
2,66,1.22,1.1500000000000001,0.26,0
2,67,1.5500000000000003,1.51,0.26,0
2,68,3.150000000000001,2.9699999999999998,0.26,0
2,69,2.3500000000000005,2.2399999999999998,0.26,0
2,70,4.5600000000000005,4.08,0.23,0
2,71,0.7500000000000001,0.78,0.18,1
2,72,2.3500000000000005,2.2399999999999998,0.26,0
2,73,1.5500000000000003,1.51,0.26,0
2,74,2.3500000000000005,2.2399999999999998,0.26,0
2,75,0.7500000000000001,0.78,0.18,1
2,76,2.3500000000000005,2.2399999999999998,0.26,0
2,77,0.05,-0.05,0.18000000000000002,0
2,78,3.950000000000001,3.6999999999999997,0.26,0
2,79,1.22,1.1500000000000001,0.26,0
2,80,3.2100000000000004,2.7900000000000005,0.23,0
2,81,1.5500000000000003,1.51,0.26,0
2,82,2.3500000000000005,2.2399999999999998,0.26,0
2,83,1.5500000000000003,1.51,0.26,0
2,84,0.7500000000000001,0.78,0.18,1
2,85,2.3500000000000005,2.2399999999999998,0.26,0
2,86,3.150000000000001,2.9699999999999998,0.26,0
2,87,2.3500000000000005,2.2399999999999998,0.26,0
2,88,3.950000000000001,3.6999999999999997,0.26,0
2,89,2.3500000000000005,2.2399999999999998,0.26,0
2,90,4.890000000000001,4.44,0.23,0
2,91,0.7500000000000001,0.78,0.18,1
2,92,2.3500000000000005,2.2399999999999998,0.26,0
2,93,5.3100000000000005,4.590000000000001,0.2,0
2,94,2.3500000000000005,2.2399999999999998,0.26,0
2,95,1.5500000000000003,1.51,0.26,0
2,96,1.6500000000000001,1.25,0.18000000000000002,0
2,97,2.1999999999999997,1.7,0.18000000000000002,0
2,98,0.7500000000000001,0.78,0.18,1
2,99,3.950000000000001,3.6999999999999997,0.26,0
2,100,0.05,-0.05,0.18000000000000002,0
2,101,3.950000000000001,3.6999999999999997,0.26,0
2,102,2.3500000000000005,2.2399999999999998,0.26,0
2,103,1.5500000000000003,1.51,0.26,0
2,104,1.6500000000000001,1.25,0.18000000000000002,0
2,105,-0.05,0.05,0.18,1
2,106,1.5500000000000003,1.51,0.26,0
2,107,1.5500000000000003,1.51,0.26,0
2,108,1.5500000000000003,1.51,0.26,0
2,109,1.5500000000000003,1.51,0.26,0
2,110,2.1999999999999997,1.7,0.18000000000000002,0
2,111,2.3500000000000005,2.2399999999999998,0.26,0
2,112,0.7500000000000001,0.78,0.18,1
2,113,2.3500000000000005,2.2399999999999998,0.26,0
2,114,2.8200000000000007,2.61,0.26,0
2,115,2.0200000000000005,1.8800000000000001,0.26,0
2,116,3.150000000000001,2.9699999999999998,0.26,0
2,117,1.22,1.1500000000000001,0.26,0
2,118,4.420000000000001,4.069999999999999,0.23,0
2,119,4.210000000000001,3.5900000000000007,0.2,0
2,120,0.8500000000000001,0.6,0.18000000000000002,0
2,121,0.7500000000000001,0.78,0.18,1
2,122,0.7500000000000001,0.78,0.18,1
2,123,0.05,-0.05,0.18000000000000002,0
2,124,0.7500000000000001,0.78,0.18,1
2,125,-0.05,0.05,0.18,1
2,126,2.3500000000000005,2.2399999999999998,0.26,0
2,127,1.22,1.1500000000000001,0.26,0
2,128,1.5500000000000003,1.51,0.26,0
2,129,1.5500000000000003,1.51,0.26,0
2,130,1.5500000000000003,1.51,0.26,0
2,131,2.8200000000000007,2.61,0.26,0
2,132,2.3500000000000005,2.2399999999999998,0.26,0
2,133,1.5500000000000003,1.51,0.26,0
2,134,1.6500000000000001,1.25,0.18000000000000002,0
2,135,2.3500000000000005,2.2399999999999998,0.26,0
2,136,-0.05,0.05,0.18,1
2,137,5.220000000000001,4.8,0.23,0
2,138,0.7500000000000001,0.78,0.18,1
2,139,4.420000000000001,4.069999999999999,0.23,0
2,140,0.7500000000000001,0.78,0.18,1
2,141,3.150000000000001,2.9699999999999998,0.26,0
2,142,2.0200000000000005,1.8800000000000001,0.26,0
2,143,2.3500000000000005,2.2399999999999998,0.26,0
2,144,0.7500000000000001,0.78,0.18,1
2,145,2.3500000000000005,2.2399999999999998,0.26,0
2,146,1.5500000000000003,1.51,0.26,0
2,147,3.2900000000000005,2.98,0.26,0
2,148,3.150000000000001,2.9699999999999998,0.26,0
2,149,1.5500000000000003,1.51,0.26,0
2,150,3.2900000000000005,2.98,0.26,0
2,151,2.0200000000000005,1.8800000000000001,0.26,0
2,152,2.8200000000000007,2.61,0.26,0
2,153,1.5500000000000003,1.51,0.26,0
2,154,2.0200000000000005,1.8800000000000001,0.26,0
2,155,0.7500000000000001,0.78,0.18,1
2,156,0.7500000000000001,0.78,0.18,1
2,157,1.5500000000000003,1.51,0.26,0
2,158,1.22,1.1500000000000001,0.26,0
2,159,4.010000000000001,3.4900000000000007,0.2,0
2,160,1.5500000000000003,1.51,0.26,0
2,161,0.7500000000000001,0.78,0.18,1
2,162,-0.05,0.05,0.18,1
2,163,1.5500000000000003,1.51,0.26,0
2,164,2.0200000000000005,1.8800000000000001,0.26,0
2,165,6.41,5.590000000000001,0.2,0
2,166,0.05,-0.05,0.18000000000000002,0
2,167,1.5500000000000003,1.51,0.26,0
2,168,1.5500000000000003,1.51,0.26,0
2,169,4.090000000000001,3.71,0.23,0
2,170,4.090000000000001,3.71,0.23,0
2,171,1.22,1.1500000000000001,0.26,0
2,172,0.7500000000000001,0.78,0.18,1
2,173,2.3500000000000005,2.2399999999999998,0.26,0
2,174,2.0200000000000005,1.8800000000000001,0.26,0
2,175,2.8200000000000007,2.61,0.26,0
2,176,1.5500000000000003,1.51,0.26,0
2,177,-0.05,0.05,0.18,1
2,178,2.8200000000000003,2.61,0.26,0
2,179,0.05,-0.05,0.18000000000000002,0
2,180,1.22,1.1500000000000001,0.26,0
2,181,2.0200000000000005,1.8800000000000001,0.26,0
2,182,2.3500000000000005,2.2399999999999998,0.26,0
2,183,2.3500000000000005,2.2399999999999998,0.26,0
2,184,3.6200000000000006,3.34,0.26,0
2,185,0.7500000000000001,0.78,0.18,1
2,186,1.5500000000000003,1.51,0.26,0
2,187,3.150000000000001,2.9699999999999998,0.26,0
2,188,3.950000000000001,3.6999999999999997,0.26,0
2,189,2.3500000000000005,2.2399999999999998,0.26,0
2,190,2.3500000000000005,2.2399999999999998,0.26,0
2,191,2.3500000000000005,2.2399999999999998,0.26,0
2,192,3.150000000000001,2.9699999999999998,0.26,0
2,193,2.41,2.0900000000000003,0.23,0
2,194,-0.05,0.05,0.18,1
2,195,3.150000000000001,2.9699999999999998,0.26,0
2,196,-0.05,0.05,0.18,1
2,197,0.8500000000000001,0.6,0.18000000000000002,0
2,198,0.05,-0.05,0.18000000000000002,0
2,199,4.750000000000001,4.43,0.23,0
3,0,2.3000000000000003,2.3800000000000003,0.21000000000000002,1
3,1,3.9,3.9,0.29000000000000004,0
3,2,4.78,4.58,0.26,0
3,3,0.8000000000000002,0.68,0.21,0
3,4,2.9200000000000004,2.4600000000000004,0.21,0
3,5,1.1399999999999997,1.2000000000000002,0.21000000000000002,1
3,6,3.1,3.14,0.21000000000000002,1
3,7,5.7,5.159999999999999,0.23,0
3,8,3.619999999999999,3.4000000000000004,0.29000000000000004,0
3,9,4.859999999999999,4.5,0.26,0
3,10,4.34,4.239999999999999,0.26,0
3,11,1.5,1.62,0.21000000000000002,1
3,12,3.1,3.14,0.21000000000000002,1
3,13,0.7000000000000001,0.86,0.21000000000000002,1
3,14,2.4000000000000004,2.04,0.21,0
3,15,1.94,1.9600000000000002,0.21000000000000002,1
3,16,1.6000000000000003,1.36,0.21,0
3,17,2.3000000000000003,2.3800000000000003,0.21000000000000002,1
3,18,0.0,0.0,0.21,0
3,19,0.0,0.0,0.13,1
3,20,5.23,4.79,0.23,0
3,21,-0.1,0.1,0.21000000000000002,1
3,22,1.94,1.9600000000000002,0.21000000000000002,1
3,23,3.1,3.14,0.21000000000000002,1
3,24,2.3799999999999994,2.3000000000000003,0.29000000000000004,0
3,25,0.8000000000000002,0.68,0.21,0
3,26,3.1,3.14,0.21000000000000002,1
3,27,0.8000000000000002,0.68,0.21,0
3,28,1.5,1.62,0.21000000000000002,1
3,29,0.0,0.0,0.13,1
3,30,3.5399999999999996,3.48,0.29000000000000004,0
3,31,2.3000000000000003,2.3800000000000003,0.21000000000000002,1
3,32,3.5399999999999996,3.48,0.29000000000000004,0
3,33,4.859999999999999,4.5,0.26,0
3,34,2.3799999999999994,2.3000000000000003,0.29000000000000004,0
3,35,1.5,1.62,0.21000000000000002,1
3,36,2.3000000000000003,2.3800000000000003,0.21000000000000002,1
3,37,1.32,1.1,0.21,0
3,38,5.94,5.76,0.26,0
3,39,3.2000000000000006,2.72,0.21,0
3,40,0.7000000000000001,0.86,0.21000000000000002,1
3,41,2.3000000000000003,2.3800000000000003,0.21000000000000002,1
3,42,4.779999999999999,4.58,0.26,0
3,43,2.7399999999999998,2.72,0.29000000000000004,0
3,44,2.3000000000000003,2.3800000000000003,0.21000000000000002,1
3,45,1.94,1.9600000000000002,0.21000000000000002,1
3,46,0.8,0.6799999999999999,0.21000000000000002,0
3,47,1.94,1.9600000000000002,0.21000000000000002,1
3,48,2.12,1.7800000000000002,0.21,0
3,49,2.12,1.7800000000000002,0.21,0
3,50,1.6000000000000003,1.36,0.21,0
3,51,1.5,1.62,0.21000000000000002,1
3,52,4.7,4.659999999999999,0.26,0
3,53,7.42,6.380000000000001,0.2,0
3,54,3.5399999999999996,3.48,0.29000000000000004,0
3,55,2.3799999999999994,2.3000000000000003,0.29000000000000004,0
3,56,2.3799999999999994,2.3000000000000003,0.29000000000000004,0
3,57,4.859999999999999,4.5,0.26,0
3,58,0.0,0.0,0.21,0
3,59,4.42,4.16,0.26,0
3,60,0.8000000000000002,0.68,0.21,0
3,61,0.0,0.0,0.13,1
3,62,2.3000000000000003,2.3800000000000003,0.21000000000000002,1
3,63,0.8,0.6799999999999999,0.21000000000000002,0
3,64,7.26,6.779999999999999,0.26,0
3,65,2.4000000000000004,2.04,0.21000000000000002,0
3,66,1.5,1.62,0.21000000000000002,1
3,67,2.3799999999999994,2.3000000000000003,0.29000000000000004,0
3,68,3.1799999999999997,3.06,0.29000000000000004,0
3,69,1.5,1.62,0.21000000000000002,1
3,70,6.500000000000001,5.89,0.23,0
3,71,1.32,1.1,0.21,0
3,72,2.3000000000000003,2.3800000000000003,0.21000000000000002,1
3,73,2.3000000000000003,2.3800000000000003,0.21000000000000002,1
3,74,2.3799999999999994,2.3000000000000003,0.29000000000000004,0
3,75,2.12,1.7800000000000002,0.21,0
3,76,2.7399999999999998,2.72,0.29000000000000004,0
3,77,0.8,0.6799999999999999,0.21000000000000002,0
3,78,2.3000000000000003,2.3800000000000003,0.21000000000000002,1
3,79,2.3799999999999994,2.3000000000000003,0.29000000000000004,0
3,80,5.84,5.170000000000001,0.23,0
3,81,2.3000000000000003,2.3800000000000003,0.21000000000000002,1
3,82,1.94,1.9600000000000002,0.21000000000000002,1
3,83,1.94,1.9600000000000002,0.21000000000000002,1
3,84,1.6000000000000003,1.36,0.21,0
3,85,1.5,1.62,0.21000000000000002,1
3,86,3.98,3.82,0.29000000000000004,0
3,87,4.42,4.16,0.26,0
3,88,4.779999999999999,4.58,0.26,0
3,89,5.66,5.26,0.26,0
3,90,5.5600000000000005,5.1499999999999995,0.23,0
3,91,2.4000000000000004,2.04,0.21,0
3,92,2.7399999999999998,2.72,0.29000000000000004,0
3,93,7.72,6.6800000000000015,0.2,0
3,94,1.5,1.62,0.21000000000000002,1
3,95,1.5,1.62,0.21000000000000002,1
3,96,2.92,2.46,0.21000000000000002,0
3,97,2.92,2.46,0.21000000000000002,0
3,98,2.9200000000000004,2.46,0.21,0
3,99,6.819999999999999,6.4399999999999995,0.26,0
3,100,0.8,0.6799999999999999,0.21000000000000002,0
3,101,3.5399999999999996,3.48,0.29000000000000004,0
3,102,5.94,5.76,0.26,0
3,103,1.1399999999999997,1.2000000000000002,0.21000000000000002,1
3,104,5.32,4.5,0.18000000000000002,0
3,105,0.8000000000000002,0.68,0.21,0
3,106,2.7399999999999998,2.72,0.29000000000000004,0
3,107,1.1399999999999997,1.2000000000000002,0.21000000000000002,1
3,108,3.5399999999999996,3.48,0.29000000000000004,0
3,109,2.7399999999999998,2.72,0.29000000000000004,0
3,110,2.64,2.2,0.21000000000000002,0
3,111,3.9,3.9,0.29000000000000004,0
3,112,3.2000000000000006,2.72,0.21,0
3,113,4.34,4.239999999999999,0.26,0
3,114,1.94,1.9600000000000002,0.21000000000000002,1
3,115,0.7000000000000001,0.86,0.21000000000000002,1
3,116,3.1,3.14,0.21000000000000002,1
3,117,1.5,1.62,0.21000000000000002,1
3,118,6.17,5.53,0.23,0
3,119,7.120000000000001,6.080000000000002,0.2,0
3,120,1.32,1.1,0.21000000000000002,0
3,121,1.6000000000000003,1.36,0.21,0
3,122,0.8000000000000002,0.68,0.21,0
3,123,1.6,1.3599999999999999,0.21000000000000002,0
3,124,0.8000000000000002,0.68,0.21,0
3,125,1.6000000000000003,1.36,0.21,0
3,126,1.5,1.62,0.21000000000000002,1
3,127,0.7000000000000001,0.86,0.21000000000000002,1
3,128,2.7399999999999998,2.72,0.29000000000000004,0
3,129,2.3000000000000003,2.3800000000000003,0.21000000000000002,1
3,130,1.5,1.62,0.21000000000000002,1
3,131,6.0200000000000005,5.68,0.26,0
3,132,1.94,1.9600000000000002,0.21000000000000002,1
3,133,2.3000000000000003,2.3800000000000003,0.21000000000000002,1
3,134,0.8,0.6799999999999999,0.21000000000000002,0
3,135,2.7399999999999998,2.72,0.29000000000000004,0
3,136,0.0,0.0,0.13,1
3,137,4.9,4.430000000000001,0.23,0
3,138,2.12,1.7800000000000002,0.21,0
3,139,6.640000000000001,5.900000000000001,0.23,0
3,140,2.4000000000000004,2.04,0.21,0
3,141,3.1799999999999997,3.06,0.29000000000000004,0
3,142,2.3000000000000003,2.3800000000000003,0.21000000000000002,1
3,143,2.7399999999999998,2.72,0.29000000000000004,0
3,144,0.8000000000000002,0.68,0.21,0
3,145,2.7399999999999998,2.72,0.29000000000000004,0
3,146,0.7000000000000001,0.86,0.21000000000000002,1
3,147,3.1,3.14,0.21000000000000002,1
3,148,3.5399999999999996,3.48,0.29000000000000004,0
3,149,0.7000000000000001,0.86,0.21000000000000002,1
3,150,5.14,4.999999999999999,0.26,0
3,151,3.5399999999999996,3.48,0.29000000000000004,0
3,152,1.94,1.9600000000000002,0.21000000000000002,1
3,153,1.5,1.62,0.21000000000000002,1
3,154,2.7399999999999998,2.72,0.29000000000000004,0
3,155,1.32,1.1,0.21,0
3,156,2.4000000000000004,2.04,0.21,0
3,157,3.1799999999999997,3.06,0.29000000000000004,0
3,158,1.5,1.62,0.21000000000000002,1
3,159,4.220000000000001,3.5800000000000005,0.2,0
3,160,1.1399999999999997,1.2000000000000002,0.21000000000000002,1
